title,href,context
Re: [新聞] 自曝又被性騷擾 黃捷：會讓噁心的人知道,https://www.ptt.cc/bbs/Gossiping/M.1618399469.A.C47.html,"馬英九被私訊罵廢物馬、軟腳馬
有人出來說性騷擾嗎？

到底是仗著性別喊顏色
還是仗著顏色喊性別
我真的是不懂了

丁允恭搞小三、小三大肚子
辦公桌權勢性交不算性騷擾
這個才算
這個標準真棒

原文43

"
Re: [新聞] 自曝又被性騷擾 黃捷：會讓噁心的人知道,https://www.ptt.cc/bbs/Gossiping/M.1618399018.A.1EA.html,"八卦版四趴五毛真的很扯，
被性騷擾的人發聲居然是被批判的，
道德要多低落才會這樣？

如果今天被性騷的是徐巧芯或高虹安，
大概問侯獨派低素質30個推，
問候兩岸男人一樣爛一家親20個推，
問候民進黨婦女部在哪裡的又50個推，
莫名奇妙又爆文了。


"
[新聞] 自曝又被性騷擾 黃捷：會讓噁心的人知道,https://www.ptt.cc/bbs/Gossiping/M.1618393500.A.536.html,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
※ 例如蘋果日報、自由時報（請參考版規下方的核准媒體名單）

聯合

2.記者署名:
※ 若新聞沒有記者名字或編輯名字，請勿張貼，否則會被水桶14天
※ 外電至少要有來源或編輯 如:法新社

蔡孟妤

3.完整新聞標題:
※ 標題沒有完整寫出來 "
[協尋] 俄羅斯人來台交友 性騷擾專業戶,https://www.ptt.cc/bbs/Gossiping/M.1618383376.A.FB7.html,"今天跟講一個來自戰鬥民族、專業騙色戶的故事
如果只看重點，請看照片記得他臉、提醒身邊人他有多噁爛即可

facebook : Sergei Garifullin
YT留的資訊: [email protected]

YT頻道名稱: gariwoodman 用此名找頻道內有很多ＭＶ/遊戲/Vlog
Instagram:
（以前頁面）gariwoodman
（現在新開）sergy_in_taiwan (目前已自刪帳號)

補個圖 https://i.imgur.com/uhuDnT7.jpg
 https://imgur.com/a/eXXuNLY
https://imgur.com/a/ta7YEMj


現況：
2020/6 前後在台，後沒錢回俄一陣子，
2021/4 看到發現在台開新IG ＊表示熱切交友中＊

朋友一開始路上被搭訕、因在固定地點上課會遇到講話、
前後約認識一個月、沒有交往、但覺得此人太噁爛，
決定把故事寫出＋我地毯搜索 ＝ 此人非初犯、騙色噁爛專業戶

正文開始"
[問卦] 性騷擾防治法究竟是懲罰了誰又保護了誰,https://www.ptt.cc/bbs/Gossiping/M.1618324584.A.41E.html,"從年初的雞排到一陣子前的政大

新聞鬧得沸沸揚揚

今年可以說是性騷擾防治元年

代表全國人民對於這部分的高度關注

不過說到底

""性騷擾""的定義本來就是主觀的

根據法規「為防治性騷擾及保護被害人之權益，特制定本法。」

在這樣的規範下

惡意性騷擾的上司、同事和路人理當得到懲罰
而勇於揭開傷疤，將其遭遇公諸於世的受害者受到了法律的保護

然而反過來說

無心碰觸到敏感部位的當事人受到輿論撻伐
而操弄大眾的偽受害者若無其事地任由野火蔓延

以上兩個例子應該就是最典型的極端案例

我想 性騷擾防治法的存在必要性

取決於惡意性騷擾者和偽受害者

究竟誰的行為比較可惡

畢竟世事無法兩全其美...

乾五八卦?

p.s. 本文並無意影射任何人

"
[問卦] 為什麼很少洋男帥哥性騷擾的新聞啊,https://www.ptt.cc/bbs/Gossiping/M.1618207520.A.DD1.html,"欸欸欸 打給勞炸
我高雄宅肥啦
宅肥我常常看到電視上啊
出現台男性騷擾女生的新聞
幾乎沒有洋男性騷擾的新聞
究竟是為什麼勒？


"
[問卦] 拿香蕉給女主管算是性騷擾嗎？,https://www.ptt.cc/bbs/Gossiping/M.1617772088.A.700.html,"我早上去便利商店買了香蕉當早餐，

兩根香蕉三十元，一次只能買兩根，

我吃完一根之後發現很飽，

又不想放著或丟掉，

想說給同事吃，

於是我，

跑去找女主管，

「這根香蕉給你吃」

「先放著，謝謝」

這樣會有性騷擾嗎？好可怕～

"
[問卦] 女生隔空做出握著口交的手勢是性騷擾嗎？,https://www.ptt.cc/bbs/Gossiping/M.1617685416.A.500.html,"之前有個阿姨為了諷刺同志遊行
故意憑空做出一個含屌的嘴型+手勢
還一邊擼一邊吞吐 被記者拍下來
他這樣算是對現場的男生性騷擾嗎？

"
Re: [問卦] 台男吃肯德基吃到被控性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1617633501.A.ACA.html,"台女真可怕

隔空抓奶也算性騷擾喔？

又沒有肢體接觸

也沒有互動

只憑自己的主觀就認為別人性騷擾

我需要告訴你如果我還知道
有人在肯德基對著女店員打手槍嗎？

我是說如果啦
這難道也算性騷擾？

"
Re: [問卦] 台男吃肯德基吃的被控性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1617632534.A.AC5.html,"https://youtu.be/1kfZ30COYcw

認真發問

如果今天換成女生

在做怪怪的動作

你各位覺得這樣會不會覺得是性騷擾呢



"
[問卦] 台男吃肯德基吃的被控性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1617629916.A.6CD.html,"辣哥個啊

有個台男吃肯德基吃到被女店員叫警察

然後上低卡哭哭說台男真悲哀

結果下面有人錄影貼真相

還真的坐在櫃檯附近對店員不知道在空中抓奶還是衝三小

https://imgur.com/0hIuMV4.jpg

https://imgur.com/8zgoXLj.jpg

文下面還有原po出來狡辯一堆
https://www.dcard.tw/f/mood/p/235672038

有沒有台男的悲哀的八卦

"
Re: [問卦] 現在沒證據就能隨便說人偷拍、性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1617278864.A.F85.html," 標題  [問卦] 現在沒證據就能隨便說人偷拍、性騷擾？


   台女不意外！

                                        台鋁就是賤！


   女森：我是女森耶！說你偷拍就是偷 拍，噁心屎了！


                               能拿這些台鋁有辦法嗎？~_~



   女森：男生要有男生的樣子阿！


   女森抽菸時：這是個男女平等的年代！！哼！！


   都不會覺得自已身為女森抽菸很難看的事實！

   就如同女森看男森小氣愛計較 的邏輯！








※ 引述《adsl15888 (去留)》之銘言：
: 政大男偷拍事件、翁立友事件
: 女方都很神奇，不報警，然後又到處亂講，毀人清白，
: 翁立友最慘，金曲獎得主，就這樣名譽掃地，
: 結果從頭到尾都沒有證據、也不報警，
: 現在科技這麼先進，如果真的摸妳屁股，留下一根汗毛都能查到，
: 不報警，又要說人性騷擾，
: 就跟這次政大男偷拍事件一樣，
: 不過這次政大男運氣好，有以前檢舉違停的證據，
: 如果沒有，這次政大男不就慘了，翁立友就沒這麼好運，雖然有一堆攝影機，
: 偏偏沒有拍到這一段幫他澄清。
: 雞排妹、政大女明明就沒有證據，
: 政大女也是不報警，當下也沒有去詢問對方，卻選擇事後放話，
: 雞排妹也是...萬一剛好是別的物品觸碰到雞排妹屁股怎麼辦？ 一個金曲獎歌手就被毀
: 為什麼可以這樣沒有證據又不報警，就這樣到處亂講？

"
Re: [問卦] 現在沒證據就能隨便說人偷拍、性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1617276004.A.113.html,"上次本肥搭捷運，車上人擠人的沒位置坐

本肥就拉著鐵柱滑手機

結果不小心敲到觸發螢幕截圖的機制
（背面敲3下，常常會誤動作）

剛好本肥聲音沒關，喀擦的快門聲就響起

馬上我就瞄到附近好幾個女生都轉頭看我

口罩上的眼睛像是在看罪犯一樣

還好後來沒出事情

不然本肥可能就要到派出所泡茶惹

不知道如果被指控偷拍到底該怎麼自保

有沒有八卦

"
[問卦] 現在沒證據就能隨便說人偷拍、性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1617272003.A.65F.html,"

政大男偷拍事件、翁立友事件

女方都很神奇，不報警，然後又到處亂講，毀人清白，

翁立友最慘，金曲獎得主，就這樣名譽掃地，

結果從頭到尾都沒有證據、也不報警，

現在科技這麼先進，如果真的摸妳屁股，留下一根汗毛都能查到，

不報警，又要說人性騷擾，

就跟這次政大男偷拍事件一樣，

不過這次政大男運氣好，有以前檢舉違停的證據，

如果沒有，這次政大男不就慘了，翁立友就沒這麼好運，雖然有一堆攝影機，

偏偏沒有拍到這一段幫他澄清。


雞排妹、政大女明明就沒有證據，

政大女也是不報警，當下也沒有去詢問對方，卻選擇事後放話，

雞排妹也是...萬一剛好是別的物品觸碰到雞排妹屁股怎麼辦？ 一個金曲獎歌手就被毀

為什麼可以這樣沒有證據又不報警，就這樣到處亂講？


"
[問卦] 為什麼都沒有甲甲被性騷擾後站出來的,https://www.ptt.cc/bbs/Gossiping/M.1617261416.A.BFD.html,"主題說的不太明確

正確的說是

為什麼都不怎麼有甲甲被性騷擾後

覺得自己被污辱之後站出來公審那個騷擾的人

反觀台女、女權主義的妹子們好像都很會

甲甲比較溫文儒雅嗎？

甲甲被騷擾會站出來發聲嗎？

有沒有八卦

"
[問卦] 對女生說你脫了也看不到什麼是性騷擾嗎,https://www.ptt.cc/bbs/Gossiping/M.1617174068.A.351.html,"男生和女生當下在鬥嘴時
男生從女生外表看出是平胸
對女生說

你就算脫了也看不到什麼

如果女方認真去報警的話
性騷擾會成立嗎

"
[問卦] 會性騷擾跟打人的傢伙是不是很過分,https://www.ptt.cc/bbs/Gossiping/M.1616948803.A.7E5.html,"餓死抬頭

小弟我剛剛走在路上

看到有兩個傢伙

一個傢伙長的很高 一頭白髮 不知道為啥還帶著眼罩

另一個傢伙超矮 而且不曉得是不是我看錯 好像只有一顆眼睛 皮膚綠綠的
有點像麥克華斯基

結果那個眼罩仔好像想去牽矮子的手 矮子都拒絕了他還硬要牽 重點還十指緊扣

然後牽完後又不曉得發什麼神經 又暴揍那個矮子

他揍得實在是太兇了 我有點害怕就逃走了

這傢伙是不是很過分阿 不但性騷擾 還把別人揍了一頓

是不是該叫各位鄉民公審他


"
[問卦] 日本漫畫一堆性騷擾怎麼沒人me too ,https://www.ptt.cc/bbs/Gossiping/M.1616898426.A.1E1.html,"

最近在看以前的日本漫畫


像是城市獵人 犽羽寮

一堆性騷擾

還有很多

連悠遊白書的幽助

功夫旋風兒

等等都是一堆性騷擾


怎麼現在的女拳


沒有出來抗議要禁止這類的漫畫


有沒有八卦啊

"
[問卦] 躺在啦啦隊胸部上算不算性騷擾?,https://www.ptt.cc/bbs/Gossiping/M.1616646445.A.83A.html,"朋友阿瑜有贊助壘球隊。

最近球隊戰績不錯，當啦啦隊把阿瑜抬起來慶祝時，

阿瑜當下也很爽地躺在其中一位啦啦隊女孩的胸部上，

從他抬高振動不停的雙臂就知道有多爽。

躺在啦啦隊員的胸部上算性騷擾嗎?

大家看不看得出性平問題?

"
[問卦] 前輩對紅色內衣有意見 算性騷擾嗎?,https://www.ptt.cc/bbs/Gossiping/M.1616571558.A.011.html,"如題
如圖
如畫
https://i.imgur.com/P0a4fdn.png

有一個公司離職的老人前輩
對人家穿紅色內衣有意見
這樣算性騷擾嗎?

別想搶走我看上的鮮肉!!!
狸貓沒有輸!!!

"
[新聞] 無業男性騷擾女店員 辯要確認真愛還是假,https://www.ptt.cc/bbs/Gossiping/M.1616394407.A.235.html,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
※ 例如蘋果日報、自由時報（請參考版規下方的核准媒體名單）

中國時報

2.記者署名:
※ 若新聞沒有記者名字或編輯名字，請勿張貼，否則會被水桶14天
※ 外電至少要有來源或編輯 如:法新社

李文正

3.完整新聞標題:
※ 標題沒有完整寫出來 "
[問卦] 性騷擾被判易科罰金定讞算是有前科嗎,https://www.ptt.cc/bbs/Gossiping/M.1615810519.A.4FE.html,"請問大家

如果因為性騷擾

而被判易科罰金定讞

這樣算是有前科嗎

例如判刑四個月

但一日為一千元

四個月可易科罰金十二萬元

這樣罰金繳完後

算是有前科嗎

易科罰金繳完後還可以申請良民證嗎

想請益一下大家的意見

謝謝了

"
[新聞] 黃捷連續接獲性騷擾訊息 陳其邁譴責：若,https://www.ptt.cc/bbs/Gossiping/M.1615803389.A.6C2.html,"1.媒體來源:
自由

2.記者署名:
記者葛祐豪／高雄報導

3.完整新聞標題:
黃捷連續接獲性騷擾訊息 陳其邁譴責：若報案全力偵辦

4.完整新聞內文:

〔記者葛祐豪／高雄報導〕度過罷免危機的高雄市議員黃捷，最近連續接到變態網友傳的
性騷擾訊息，黃捷呼籲網友節制行為，她也正蒐證中。高雄市長陳其邁今天也對於這種行
為予以譴責，如果黃捷報案的話，警方會盡速偵查。

最近有變態網友常傳性騷擾訊息給黃捷，內容不堪入目。黃捷則呼籲網友節制行為，也希
望社會不要對於女性有惡意標籤，並強調這些帳號在蒐證當中。

針對黃捷遭性騷擾事件，陳其邁今天下午受訪時說，他已向黃捷表達慰問，要尊重黃捷的
考量，假如她報案，警方會盡速偵查，涉及違反性騷擾防治法。

陳其邁強調，台灣逐漸邁向平權、尊重人權的社會，不管過去兩性工作平等法，性騷擾防
治法，其實都有相關法律規範，他也譴責寄發這種性別歧視的字眼，不管是有不同意見、
或有其他理由。

陳其邁表示，在文明的社會，進步的國家，這是非常不可取的現象，黃捷假如覺得有報案
的必要，警方會全力配合偵辦，希望能遏止這種用粗鄙不堪、充滿性別歧視的字眼，對於
個人做人身攻擊或騷擾。

5.完整新聞連結 (或短網址):
https://news.ltn.com.tw/news/politics/breakingnews/3467537

6.備註:

辶萬辶萬十具白勺女子日爰

"
[問卦] 黑人歧視跟女性性騷擾是不是兩大神裝？,https://www.ptt.cc/bbs/Gossiping/M.1615642717.A.04D.html,"最近看梅根專訪的新聞，自己說到她被膚色歧視

光是自己陳訴而已，就可以得到大家的同情

完全不用任何證據

之前譚德塞要黑台灣時也懂得用黑人膚色歧視這招

而且在美國黑人犯罪被捕時

第一句為自己辯護的話通常就是，這是種族歧視

感覺黑人膚色的種族歧視根本就是神裝神武

完全不用任何代價，黑人一出生就自帶神裝

另外就是女性性騷擾，也是一出生就自帶

也是完全不用任何證據就能提出指控

而且社會大眾也大多會相信女性的說詞

被指控的人完全沒有辯駁的餘地

黑人歧視跟女性性騷擾是不是世上兩大神裝？

"
[問卦] 「備孕=等待內射」被女同事指控性騷擾,https://www.ptt.cc/bbs/Gossiping/M.1615278633.A.C31.html,"
是這樣的  我朋友他講話比較直一點

上午他聽到女同事們在討論備孕話題

想要加入  說了一句  備孕=等待內射


展現一下幽默感  結果女同事沒一個笑

禍不單行   下午都還沒下班  性騷擾已經快傳遍公司了

現在該怎麼挽救  在線等  急




"
[問卦] 稱讚女生很性感 算性騷擾嗎?,https://www.ptt.cc/bbs/Gossiping/M.1615176794.A.F43.html,"如題
跟好看、不錯、適合這些稱讚詞不同
性感這個詞似乎還帶有性的意味在裡面

稱讚女生性感，算性騷擾嗎
是不是不能隨便用這個詞?

有沒有八卦?

"
[新聞] 高雄某高中男師偷拍男師 校方性騷擾案辦,https://www.ptt.cc/bbs/Gossiping/M.1615099045.A.39E.html,"1.媒體來源:
中央社

2.記者署名:
王淑芬

3.完整新聞標題:
高雄某高中男師偷拍男師 校方性騷擾案辦理

4.完整新聞內文:

（中央社記者王淑芬高雄6日電）高雄市某公立高中美術男老師偷拍英文男師如廁，對方
當場發現。校方完成調查報告並提報性騷擾申訴委員會；高雄市教育局表示，相關作業流
程依性騷擾防治規定辦理。

高雄市政府教育局今天表示，校方於接受申訴當日即完成校安通報，7日內啟動調查，並
依規定在完成調查後依性平會決議提送考核會懲處。相關作業流程均依學校工作場所性騷
擾防治措施、申訴及懲戒要點及相關規定辦理。

校長則表示，受害老師於事發後向學校通報，校方已完成調查報告並提報性騷擾申訴委員
會，將開會議處，結果會再送學校考核會，議處確定後提報高市教育局。

媒體報導，事件發生在今年1月，2名30多歲未婚男師分配在同一間辦公室處理公務，英文
老師上廁所時，美術老師竟持手機從上方通風口偷拍，被害人抬頭發現大受驚嚇，深感不
舒服，當場要求刪照。不過，教育局與校方都對案情部分表明不便透露。（編輯：孫承武
）1100306

5.完整新聞連結 (或短網址):
https://reurl.cc/mqyj1j

6.備註:
沒試過被甲甲肛一下怎知道不喜歡男生
這被甲甲偷拍的英文男老師歧視同志？
五樓不給肛就是歧視喔
https://i.imgur.com/nINpZEQ.jpg
https://imgur.com/xciFqTZ
https://i.imgur.com/LULd7mZ.jpg
https://i.imgur.com/BFe4Nki.gif

"
[問卦] 女警這樣算不算性騷擾?,https://www.ptt.cc/bbs/Gossiping/M.1614997502.A.603.html,"德國的一名女警

在小女孩面前拿出大根巧克力香蕉

小女孩看的如痴如醉

女警這樣算構成性騷擾嗎?

https://imgur.com/4teWhMd

"
[新聞] 陳雪生性騷擾事件成立 范雲感謝4女性陪,https://www.ptt.cc/bbs/Gossiping/M.1614909396.A.A96.html,"https://bit.ly/3kLJwKK

自由時報

陳雪生性騷擾事件成立 范雲感謝4女性陪她一起走過

〔記者簡惠茹／台北報導〕民進黨立委范雲去年8月14日向台北市政府社會局申訴遭國民黨
立委陳雪生性騷擾，歷經近7個月，范雲說，昨天收到台北市政府「性騷擾事件成立」的結
果，所有因陳雪生案受到的攻擊，以及繁瑣程序的鬱結心情，終於得到一點釋放。

立法院去年審查監察院人事爆發立委肢體衝突時，范雲當時控國民黨陳雪生性騷擾，范雲事
後向台北市社會局提出性騷擾申訴。范雲今天說，昨天收到台北市性騷擾委員會寄給她的公
文，公文中白紙黑字告訴她，經過調查，台北市政府性騷擾防治委員第8屆第7次大會決議，
確認陳雪生對她性騷擾事件成立。

范雲指出，陳雪生及其律師和她之間有兩個爭點，首先，陳雪生是否有用肚子頂她的下背近
臀處，以及是否構成性騷擾；其次，陳雪生對她當場表示性騷擾的指控時的回應「用肚子不
會懷孕」，是否構成性騷擾。

她說，這份報告書對第一個爭點，經調查後，認定符合「合理被害人」之客觀標準，對第二
個爭點，認定該回應「屬對他人實施違反其意願而與性或性別有關之行為」。

范雲說，經過這些已經走過，以及還在訴訟中的法庭程序，她很可以理解性騷擾受害者們面
對的困境，證據取得之困難，而且發生後若挺身訴求公義，會遭遇到排山倒海的指責與羞辱
，例如陳雪生辦公室王主任要她去「照照鏡子」。

范雲指出，台灣社會不少人，面對性騷擾議題，彷彿還處在前現代社會，先公審被害人，似
乎被害人必須是道德無暇的完美女人，事件的揭發必須無涉任何派系政黨商業利害才不會被
懷疑別有動機，但這在真實社會可能性有多少嗎？

范雲說，和她一起經歷調查與法庭訴訟的兩位證人立委林宜瑾、林楚茵，以及兩位律師賴芳
玉、施雅馨，如果沒有她們4位女性的費時、費心、專業、勇敢，以及體貼，她也不可能走
到這裡。

"
[新聞] 第3位女性指控紐約州長性騷擾 畫面曝光,https://www.ptt.cc/bbs/Gossiping/M.1614775879.A.68D.html,"1.媒體來源:新唐人

2.記者署名:何雅婷

3.完整新聞標題:
第3位女性指控紐約州長性騷擾 畫面曝光

4.完整新聞內文:
https://i.ntdtv.com/assets/uploads/2021/03/GettyImages-1231357147-1-800x450.jpg
美國紐約州州長安德魯·庫默。(SETH WENIG/POOL/AFP via Getty Images)

【新唐人北京時間2021年03月02日訊】美國紐約州民主黨籍州長安德魯·庫默（Andrew
Cuomo）正深陷對年輕女下屬性騷擾的醜聞中。日前又有一名女子指控，庫默不但曾撫摸
自己的裸背，還當眾索吻，而當時有一名友人拍下了現場畫面。這是公開指控庫默性騷擾
的第3名女性。

據《紐約時報》3月1日報導，現年33歲的魯奇（Anna Ruch）曾在白宮競選團隊中工作。
她在受訪時透露，2019年9月，自己在紐約市參加一場婚禮時遇到了庫默，在此之前自己
從未見過他。當時庫默向新婚夫婦敬了酒，而魯奇為庫默向她的朋友送出新婚祝福表示感
謝。

據魯奇講述，正當他們兩人交談之際，庫默突然把他的手放在她裸露的背部，她當即用自
己的手把庫默的手挪開。這名州長隨即說，她看起來「具有攻擊性」，然後又用雙手捧住
她的臉頰並開口問：「我可以吻妳嗎？」他的聲音大到幾乎站在旁邊的朋友都能聽到。

魯奇說，自己當時感到「非常困惑、震驚以及尷尬」，便扭過頭去，一句話也沒說。當庫
默向她靠得更近時，她慌忙設法脫身，而當時魯奇身邊的友人拍攝到了庫默撫摸著魯奇的
臉頰並向她索吻的場面。一些看過照片的網友評論說，魯奇當時看起來真的是害怕極了。

https://i.ntdtv.com/assets/uploads/2021/03/e26fab26662fb6106cec3cc466e5a40a.jpg
第3名女性指控，遭初認識的庫默撫摸裸背並索吻。（CBS電視畫面截圖）

此前，庫默的兩位前女下屬已公開指控，庫默曾對自己進行性騷擾。其中，紐約州前經濟
事務發展官員琳賽·博伊蘭（Lindsey Boylan）指控，在2016年到2018年期間，庫默幾次
騷擾了她，還曾經在他位於紐約市的辦公室裡未經同意而強吻了她。

現年25歲的夏洛特·班尼特（Charlotte Bennett）曾經是庫默的助理，她指控庫默曾無
理地詢問她的性生活，還問她是否曾經與年歲較大的男子發生過性關係。

「我明白州長想要睡我，而且感到特別的不自在和害怕。」 班尼特在接受《紐約時報》
採訪時說，「而且不知道我怎麼才能擺脫他，還覺得我會丟工作了」。

面對上述兩名年輕女性的性騷擾指控，庫默最初一概否認，但週日（2月28日）又發表聲
明稱，自己也許對班尼特說過「不妥當」的話，這些話可能「被誤解為對方不想要的調情
」。他解釋說，他有時會「拿人們的個人生活和關係來取笑」。

庫默在聲明中說：「我承認我說的一些事情被誤解為對方不想要的調情。在給任何人造成
那種感覺方面，我真的為此感到對不起。」

目前，紐約州總檢察長詹樂霞（Letitia James）已宣布，將針對庫默涉嫌性騷擾的醜聞
進行獨立調查。

（記者何雅婷綜合報導/責任編輯：梅蘭）

5.完整新聞連結 (或短網址):
https://www.ntdtv.com/b5/2021/03/02/a103065379.html

6.備註:
噁...

"
[問卦] 讓你懷孕會被告性騷擾 我懷孕了不會？,https://www.ptt.cc/bbs/Gossiping/M.1614771794.A.1FF.html,"為什麼留言給正妹讓你懷孕會被告 被水桶
為什麼留言給帥哥說懷孕了 不會怎樣
反而是一種稱讚
男女這麼不太平等嗎
有沒有八卦？


"
[問卦]為啥被性騷擾不到一個禮拜就可以賣飛機杯?,https://www.ptt.cc/bbs/Gossiping/M.1614764436.A.E60.html,"為什麼看到有人被性騷擾才過幾天

就可以出來賣飛機杯

這心境是怎麼轉換的

還宣傳的很過癮

怎麼好像色狼被消費了

"
Re: [問卦] 有沒有人有被告性騷擾的經驗啊？,https://www.ptt.cc/bbs/Gossiping/M.1614745838.A.28B.html,"※ 引述《Wangdy (蒙古人)》之銘言：
: 如題，
: 在這裡，仇女大本營、肥宅集散地、老噁男群聚，大家都說性騷擾只要女生告
: 就能讓噁男們生不如死，
: 只要「感覺」不對就能提告，
: 有沒有哪個噁男能分享被台女告性騷擾的經驗呢？
有 我就是有被告過性騷擾。

之前我在好幾個月以前，
在晚上鳳梨田大學學校操場跑步，
也被一位女同學說我一直轉頭向後盯著她看，
說我是不是有所企圖要性騷：
https://www.ptt.cc/bbs/Road_Running/M.1590841743.A.B73.html

可是前面被擋真的只想換跑道而已呀。
但是我已被別人認為是性騷擾嫌疑犯了。
我後來偷偷去請教地方法院旁免費律師，
該律師說檢察官起訴機率很大。

後來我還真的幾個月後在台中老家收到傳單，
檢察官說性騷擾只要當事人認為有即成立。
要我有心理準備進監獄服刑。

"
Re: [問卦] 冴羽獠為什麼都不會被告性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1614698298.A.E04.html,"https://youtu.be/W-_Q4w5SiJ4

先上OP

很簡單啊，高、富、帥，白手起家有能力

而且性騷擾有時候是表示女生有吸引力

你看那些經常被性騷擾的正妹根本不會跳出來說自己被性騷

都嘛是一些長的不怎樣的 想要哄抬身價才跳出來喊性騷擾

男生性騷擾表示女生有行情受人在乎

比起被冷落 女生更渴望被人關注

只要你長的帥 加上性騷的界線拿捏得好 就不會出事

"
Re: [問卦] 冴羽獠為什麼都不會被告性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1614697024.A.73E.html,"※ 引述《BrandonRoy7 (優文製造機)》之銘言：
: 城市獵人男主角冴羽獠
: 看到漂亮女人
: 最常做的事情大概就
: 襲胸
: 約人上旅館
: 偷看洗澡
: 問對方要不要來一發
: 直接勃起
: 為什麼他都不會被告性騷擾？
: 有卦嗎？

因為人帥真好!人醜性騷擾~

冴羽獠

動畫設定

身高 191.4cm

體重 77.3kg

以日本人的身材來說

簡直是完美男神

再加上五官屬於繩文人那樣具有深邃的眼神和高挺的鼻子

外加有點自然捲的髮型

配上萬年不敗款的淺藍色西裝外套和紅色內搭背心

就一個字

潮

再加上時不時又亮出他的那支又大又長的槍

阿嘶~~


"
[問卦] 冴羽獠為什麼都不會被告性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1614695880.A.C25.html,"城市獵人男主角冴羽獠

看到漂亮女人

最常做的事情大概就

襲胸

約人上旅館

偷看洗澡

問對方要不要來一發

直接勃起

為什麼他都不會被告性騷擾？

有卦嗎？

"
[問卦] 性騷擾代表人物是誰,https://www.ptt.cc/bbs/Gossiping/M.1614694948.A.56B.html,"從古到今有過性騷擾的名人不少
什麼摸奶
什麼刷卡
什麼刀療
什麼小飛俠
一大堆

現在最具代表性的性騷擾龍頭是誰
鄉民怎樣才能擠入排行榜


"
[問卦] 沒幫女同事代班她會吉我性騷擾嗎,https://www.ptt.cc/bbs/Gossiping/M.1614480688.A.833.html,"本肥宅連假前女同事主動來找我搭話
一個月和我說不到一句話
會主動和我打招呼一定非奸極道
果然…她要我連假幫她代班
我看起來像是工具人嗎
我就冷淡回覆她…我要和女朋友約會
結果她很失望走回去
請問她記仇陷害我性騷擾她嗎

1.會…誰較我有女友了讓她傷心
2.他沒辦法約炮…虧大了…找我一起下地獄
3.母豬為人很小氣…
4.性騷擾是女人說了算！不報白不報
有卦否

"
[問卦] 性騷擾的重點要放在性還是騷擾,https://www.ptt.cc/bbs/Gossiping/M.1614435716.A.35A.html,"
如題

這議題火都快滅了要添一下柴

性騷擾這個動作到底罪在性還是罪在騷擾呢

需要特別拉出來立一個專法

種種的因素一定有原因

但是呢罪在性的話實在也不是多好教小孩

現實的邏輯跟教育的邏輯顯然矛盾太大

這是不是才是真正造成反社會現象的基本因素呢

"
Re: [問卦] 為何gay會性騷擾，女同就不會,https://www.ptt.cc/bbs/Gossiping/M.1614304621.A.5A6.html,"※ 引述《s10130804 (網美觀察家)》之銘言：
: 如題，常常在新聞上看到噁心大叔猥褻男童或性騷擾直男的新聞，但女同性騷擾的新聞卻
: 從來沒看過，明明都是同性戀怎麼差那麽多，有沒有卦？

瑞凡
誰跟你說女同不會的
俗話說
八個熊T九個色

以下簡稱色T
色T最噁心好嗎
混在漂亮女生群裡面
你以為是為了什麼
當然是有意無意的
弄一下阿
比方女森對龜蜜喜歡挽手貼奶
女森被同性摸捏捏不會生氣
女森可以跟同性全裸泡湯
即便知道是色T
也沒有男女之間這麼防備
再說性騷擾認定是主觀的嘛
女森可以碰的地方就很多阿
品鮑的都有了
男森摸摸小手都不行
唉
算了不講了
當男T就沒這種福利
是說現在也不用因為我有老婆惹


"
Re: [問卦] 為何gay會性騷擾，女同就不會,https://www.ptt.cc/bbs/Gossiping/M.1614304344.A.DCB.html,"※ 引述《s10130804 (網美觀察家)》之銘言：
: 如題，常常在新聞上看到噁心大叔猥褻男童或性騷擾直男的新聞，但女同性騷擾的新聞卻
: 從來沒看過，明明都是同性戀怎麼差那麽多，有沒有卦？


說女同不會性騷擾的，

就真的是錯誤觀念，

女同騷擾的也很多，

只是女生很多都覺得都是女生無所謂，

什麼一起牽手去廁所，摸胸、捧小臉蛋、

摟腰甚至摸屁股的。

一堆女T仗著自己是女生，

亂吃女生豆腐的超級多好嗎？

還什麼同食同寢同入浴，

還抱在一起睡都無所謂。

因為對方沒GG，

就感覺不是侵犯。


只能說台灣女權這種東西，

真的很妙，

就是你可以，他不行。

男生作就是性騷擾，

女生做就是…，人家是女森耶!!

又不會怎麼樣~~

被摸的又沒有不舒服~~


所以台灣的性平教育，

真的很失敗。


舒服就不是性騷擾，

不舒服就算對方只是呼吸，

也是性騷擾。



"
